bez,lor_ab_2021,umonat,ustunde,uwochentag,ukategorie,uart,utyp1,ulichtverh,istrad,istpkw,istfuss,istkrad,istgkfz,istsonstige,ustrzustand,xgcswgs84,ygcswgs84,all_acc,perc_bike_acc,rushhours
6,6200422.0,7,19,7,2,5,3,0,0,1,0,0,0,0,0,13.3272826,52.42246531,1,0.0,16 to 20
8,8401241.0,6,16,2,3,1,5,0,0,1,0,0,0,0,0,13.4717862,52.43641292,1,0.0,16 to 20
3,3200204.0,6,17,7,3,0,3,0,1,0,0,1,0,0,0,13.4215892,52.63325285,2,0.5,16 to 20
3,3300516.0,7,16,4,3,2,2,0,0,1,0,0,0,0,0,13.43825424,52.56927617,1,0.0,16 to 20
8,8401139.0,7,13,6,3,0,7,0,0,1,0,0,0,0,0,13.46086799,52.43595137,1,0.0,12 to 16
9,9301126.0,7,9,5,3,6,7,0,1,0,1,0,0,0,0,13.57544688,52.42440112,2,0.5,08 to 12
8,8401244.0,6,15,7,3,0,5,0,0,1,0,0,0,0,0,13.49306675,52.40957217,1,0.0,12 to 16
7,7400927.0,7,16,4,3,4,6,0,1,1,0,0,0,0,0,13.39461587,52.46584038,2,0.5,16 to 20
2,2300315.0,7,15,6,3,5,7,0,1,1,0,0,0,0,0,13.4296414,52.50304729,2,0.5,12 to 16
2,2100105.0,6,19,1,3,5,3,0,1,1,0,0,0,0,1,13.4108684,52.50010615,2,0.5,16 to 20
2,2100102.0,6,19,3,3,5,3,0,1,1,0,0,0,0,0,13.39095009,52.50327878,2,0.5,16 to 20
1,1100312.0,7,15,1,3,6,4,0,0,1,1,0,0,0,0,13.41221593,52.50905082,2,0.0,12 to 16
6,6200422.0,6,8,3,3,5,3,0,0,1,0,0,0,0,0,13.32745682,52.42261413,1,0.0,08 to 12
1,1401045.0,6,15,7,3,1,5,0,1,1,0,0,0,0,0,13.37841661,52.55315767,2,0.5,12 to 16
8,8200624.0,7,12,5,3,5,2,0,1,1,0,0,0,0,0,13.43694425,52.45266328,2,0.5,12 to 16
1,1100102.0,7,16,7,3,5,2,0,1,1,0,0,0,0,0,13.37133696,52.51114751,2,0.5,16 to 20
5,5200633.0,6,18,1,3,0,5,0,0,1,0,0,0,1,0,13.18623334,52.5178632,2,0.0,16 to 20
2,2500830.0,6,19,7,3,1,1,0,1,1,0,0,0,0,0,13.45872075,52.51260521,2,0.5,16 to 20
3,3601142.0,7,20,4,3,8,1,0,0,1,0,0,0,0,1,13.40806086,52.54130629,1,0.0,20 to 24
12,12601134.0,7,11,6,3,5,2,0,1,1,0,0,0,0,0,13.35313778,52.60499129,2,0.5,08 to 12
4,4100102.0,6,15,3,3,2,6,0,0,1,0,0,0,0,0,13.29439191,52.533257,1,0.0,12 to 16
12,12400720.0,7,13,7,3,0,7,0,0,1,0,0,0,1,0,13.28324047,52.62829428,2,0.0,12 to 16
11,11300617.0,6,18,2,3,0,2,0,1,1,0,0,0,0,0,13.46885778,52.53134377,2,0.5,16 to 20
9,9401330.0,6,13,6,2,0,1,0,1,0,0,0,0,0,0,13.58817512,52.42098189,1,1.0,12 to 16
8,8200623.0,6,16,3,3,0,7,0,0,0,0,1,0,0,0,13.44504388,52.45260336,1,0.0,16 to 20
5,5100208.0,7,23,1,2,1,5,2,0,1,0,0,0,0,1,13.16207007,52.55182609,1,0.0,20 to 24
8,8100206.0,6,22,2,2,5,7,2,0,1,0,0,0,0,0,13.42488634,52.48173974,1,0.0,20 to 24
8,8200622.0,6,17,6,3,2,2,0,0,1,0,1,0,0,0,13.4449202,52.46245745,2,0.0,16 to 20
4,4200308.0,7,7,5,2,2,6,0,0,1,0,0,0,0,0,13.26245401,52.52116229,1,0.0,04 to 08
7,7400927.0,7,15,7,3,2,6,0,0,0,0,1,0,1,0,13.4007289,52.46351074,2,0.0,12 to 16
1,1300732.0,6,23,1,3,5,2,2,1,1,0,0,0,0,0,13.38504404,52.55708098,2,0.5,20 to 24
6,6100101.0,6,15,6,3,0,5,0,1,1,0,0,0,0,1,13.31685599,52.46144963,2,0.5,12 to 16
7,7400721.0,7,11,4,2,6,4,0,0,1,1,0,0,0,1,13.3931435,52.48408593,2,0.0,08 to 12
2,2300316.0,7,9,6,3,5,2,0,1,1,0,0,0,0,0,13.44218097,52.50094571,2,0.5,08 to 12
7,7100205.0,7,13,5,3,0,6,0,0,0,0,1,0,1,0,13.36153718,52.49417767,2,0.0,12 to 16
7,7200308.0,6,14,3,3,5,7,0,1,1,0,0,0,0,0,13.34204893,52.48557438,2,0.5,12 to 16
4,4300415.0,7,17,7,3,1,5,0,1,1,0,0,0,0,0,13.2932246,52.50909887,2,0.5,16 to 20
4,4200310.0,6,14,2,3,1,5,0,1,1,0,0,0,0,0,13.261242,52.51282489,2,0.5,12 to 16
1,1100101.0,6,22,6,3,2,6,2,0,1,0,1,0,0,0,13.35091548,52.50945881,2,0.0,20 to 24
8,8200725.0,7,15,5,3,3,6,0,1,0,0,0,0,0,0,13.41373637,52.444591,1,1.0,12 to 16
1,1100308.0,7,13,4,2,2,6,0,1,1,0,0,0,0,1,13.37192437,52.53276222,2,0.5,12 to 16
2,2200207.0,7,20,6,3,2,2,0,1,1,0,0,0,0,0,13.37674957,52.4914394,2,0.5,20 to 24
2,2200209.0,6,22,1,3,5,2,2,0,1,0,0,0,0,0,13.38582741,52.48494731,1,0.0,20 to 24
5,5200629.0,7,7,4,3,0,1,0,1,0,0,0,0,0,0,13.19482734,52.52907532,1,1.0,04 to 08
10,10100315.0,7,15,5,3,5,2,0,1,1,0,0,0,0,0,13.56537731,52.54458289,2,0.5,12 to 16
6,6400842.0,7,9,4,3,0,1,0,1,0,0,0,0,0,0,13.26558416,52.45133238,1,1.0,08 to 12
3,3701554.0,7,20,6,3,5,2,0,1,0,0,0,0,1,0,13.41240018,52.53795536,2,0.5,20 to 24
9,9501941.0,6,20,1,2,0,1,0,1,0,0,0,0,0,1,13.59336008,52.45168882,1,1.0,20 to 24
4,4200308.0,7,10,4,3,2,6,0,0,1,0,0,0,0,0,13.27914591,52.52506615,1,0.0,08 to 12
11,11501339.0,6,13,3,3,5,2,0,1,1,0,0,0,0,0,13.52706672,52.49217655,2,0.5,12 to 16
3,3601142.0,7,17,7,2,0,4,0,1,0,1,0,0,0,0,13.40422339,52.54057027,2,0.5,16 to 20
4,4300416.0,6,20,1,3,2,6,0,0,1,0,1,0,0,0,13.29318195,52.50680124,2,0.0,20 to 24
2,2200210.0,6,17,6,3,5,3,0,1,1,0,0,0,0,0,13.39946959,52.49448525,2,0.5,16 to 20
4,4501150.0,7,12,5,3,1,5,0,1,1,0,0,0,0,0,13.32959522,52.48711808,2,0.5,12 to 16
11,11400929.0,7,18,4,3,5,7,0,1,1,0,0,0,0,0,13.49622188,52.50656043,2,0.5,16 to 20
1,1100309.0,7,17,6,3,5,2,0,1,1,0,0,0,0,0,13.39287633,52.52496956,2,0.5,16 to 20
3,3400830.0,6,20,1,3,5,3,0,0,1,0,0,0,0,1,13.41873326,52.5667266,1,0.0,20 to 24
2,2500835.0,6,20,3,3,8,1,0,0,1,0,0,0,0,0,13.46663159,52.50241769,1,0.0,20 to 24
9,9501939.0,7,17,1,3,4,6,0,1,0,0,0,0,0,0,13.57895503,52.45811988,1,1.0,16 to 20
4,4300619.0,6,8,3,3,5,2,0,0,1,0,0,0,0,0,13.30664426,52.51731452,1,0.0,08 to 12
9,9200819.0,6,13,6,2,5,3,0,1,1,0,0,0,0,1,13.56483009,52.44543289,2,0.5,12 to 16
12,12400723.0,6,11,6,2,1,5,0,1,1,0,0,0,0,0,13.31280416,52.61902007,2,0.5,08 to 12
8,8401241.0,6,10,3,3,5,3,0,0,1,0,0,0,0,0,13.47460544,52.43888562,1,0.0,08 to 12
3,3701554.0,6,9,6,2,1,5,0,1,0,0,0,1,0,0,13.41054162,52.53935253,2,0.5,08 to 12
2,2200209.0,7,11,7,3,5,2,0,1,1,0,0,0,0,0,13.38582718,52.48503473,2,0.5,08 to 12
12,12601235.0,6,19,1,3,5,2,1,0,1,0,0,0,0,0,13.35413916,52.59235596,1,0.0,16 to 20
10,10100315.0,6,9,6,3,1,5,0,1,0,0,0,0,1,0,13.56106646,52.53671294,2,0.5,08 to 12
11,11200411.0,7,16,4,3,2,6,0,0,1,0,0,0,1,0,13.49932463,52.54766686,2,0.0,16 to 20
7,7601442.0,7,14,6,2,5,3,0,1,1,0,0,0,0,0,13.40157631,52.41408877,2,0.5,12 to 16
3,3601141.0,6,18,1,3,0,3,0,1,0,0,0,0,0,1,13.41397027,52.55211212,1,1.0,16 to 20
7,7601341.0,6,18,3,3,1,5,0,1,1,0,0,0,0,0,13.38116572,52.41071639,2,0.5,16 to 20
6,6200317.0,7,14,1,3,5,3,0,1,1,0,0,0,0,0,13.36335431,52.42636041,2,0.5,12 to 16
1,1100206.0,6,8,3,2,5,2,0,0,0,0,1,0,0,0,13.38881454,52.5171119,1,0.0,08 to 12
8,8100521.0,6,8,6,3,0,5,0,0,0,0,0,0,1,0,13.47537667,52.46328321,1,0.0,08 to 12
8,8100311.0,7,10,5,3,5,2,0,1,1,0,0,0,0,0,13.43143612,52.48750018,2,0.5,08 to 12
8,8100417.0,7,16,7,3,1,5,0,1,1,0,0,0,0,0,13.45542176,52.47323055,2,0.5,16 to 20
1,1401045.0,6,18,1,2,5,3,0,1,1,0,0,0,0,1,13.37724372,52.55364678,2,0.5,16 to 20
8,8100311.0,6,8,6,3,5,3,0,1,1,0,0,0,0,0,13.42792169,52.48838377,2,0.5,08 to 12
7,7100205.0,7,19,4,3,5,2,0,0,1,0,0,0,0,0,13.36112618,52.49442938,1,0.0,16 to 20
12,12200310.0,7,11,6,3,2,6,0,0,1,0,0,0,0,0,13.3153792,52.57722212,1,0.0,08 to 12
5,5200629.0,7,14,5,3,0,6,0,0,1,0,0,0,1,0,13.19743773,52.53196438,2,0.0,12 to 16
7,7100102.0,7,17,7,3,1,5,0,0,1,0,0,0,1,0,13.35138052,52.49667527,2,0.0,16 to 20
11,11400929.0,6,18,1,3,5,3,0,1,1,0,0,0,0,0,13.49997525,52.50932524,2,0.5,16 to 20
4,4500939.0,6,8,6,3,1,5,0,1,1,0,0,0,0,0,13.30968297,52.49243981,2,0.5,08 to 12
7,7200307.0,7,16,4,3,2,6,0,1,1,0,0,0,0,0,13.34501994,52.49241087,2,0.5,16 to 20
5,5200527.0,7,13,6,3,2,6,0,0,1,0,0,0,0,0,13.16170509,52.52373455,1,0.0,12 to 16
1,1300732.0,6,16,3,3,5,2,0,1,1,0,0,0,0,0,13.39317441,52.56447061,2,0.5,16 to 20
1,1401048.0,7,14,7,3,2,6,0,0,1,0,0,0,0,0,13.35649897,52.55259802,1,0.0,12 to 16
2,2500832.0,6,20,2,3,3,6,0,1,0,0,1,0,0,0,13.46708076,52.50802316,2,0.5,20 to 24
4,4501042.0,6,7,6,3,6,2,0,0,1,1,0,0,0,0,13.33222862,52.50634625,2,0.0,04 to 08
1,1100310.0,7,6,5,3,5,2,0,0,1,0,0,0,0,0,13.41174456,52.52396515,1,0.0,04 to 08
6,6300525.0,7,18,6,3,0,5,0,1,1,0,0,0,0,0,13.25881172,52.41211599,2,0.5,16 to 20
12,12500926.0,6,17,1,2,5,2,0,1,1,0,0,0,0,1,13.33288264,52.59543088,2,0.5,16 to 20
8,8100418.0,6,11,6,3,5,5,0,1,1,0,0,0,0,0,13.44329386,52.48083844,2,0.5,08 to 12
1,1100415.0,7,10,4,3,6,7,0,1,0,1,0,0,0,1,13.39396648,52.5335659,2,0.5,08 to 12
3,3200207.0,6,6,3,3,5,3,0,1,1,0,0,0,0,0,13.40812895,52.58473873,2,0.5,04 to 08
6,6300633.0,6,6,3,3,3,6,0,1,1,0,0,0,0,0,13.31586426,52.44314071,2,0.5,04 to 08
1,1100416.0,7,1,7,3,5,2,2,1,1,0,0,0,0,0,13.40624957,52.53226233,2,0.5,00 to 04
1,1100207.0,6,19,2,3,0,7,0,0,1,0,0,0,0,0,13.39832931,52.51467928,1,0.0,16 to 20
10,10100102.0,6,18,6,3,5,3,0,1,1,0,0,0,0,0,13.56744655,52.57332264,2,0.5,16 to 20
1,1401047.0,7,15,5,3,6,4,0,0,1,1,0,0,0,0,13.35920332,52.53966705,2,0.0,12 to 16
3,3701660.0,7,15,4,3,5,3,0,0,1,0,0,0,1,0,13.43918748,52.5307451,2,0.0,12 to 16
11,11501341.0,7,23,6,3,0,1,2,1,0,0,0,0,0,0,13.52322826,52.48001927,1,1.0,20 to 24
9,9200715.0,6,16,1,3,5,3,0,1,1,0,0,0,0,0,13.54353501,52.43379776,2,0.5,16 to 20
6,6200313.0,7,19,5,3,5,7,0,1,1,0,0,0,0,0,13.3444769,52.43567533,2,0.5,16 to 20
4,4200310.0,7,9,4,3,5,3,0,0,1,0,1,0,0,0,13.26763476,52.50679416,2,0.0,08 to 12
6,6300525.0,7,23,5,3,9,1,2,0,1,0,0,0,0,1,13.26748822,52.40696524,1,0.0,20 to 24
1,1100312.0,6,12,3,3,5,3,0,1,1,0,0,0,0,0,13.41364644,52.51129234,2,0.5,12 to 16
12,12100103.0,7,11,7,3,3,2,0,1,1,0,0,0,0,0,13.35900456,52.57427246,2,0.5,08 to 12
5,5200629.0,6,7,1,2,5,3,0,1,1,0,0,0,0,0,13.18864227,52.52773553,2,0.5,04 to 08
4,4300619.0,6,18,6,3,5,2,0,1,1,0,0,0,0,0,13.31696084,52.51693206,2,0.5,16 to 20
6,6100206.0,7,17,4,3,6,4,0,0,1,1,0,0,0,0,13.34122794,52.44754077,2,0.0,16 to 20
4,4501043.0,7,9,6,3,6,2,0,0,1,1,0,0,0,0,13.31116771,52.49607601,2,0.0,08 to 12
10,10200417.0,7,16,6,3,0,4,2,0,1,1,0,0,0,0,13.59878696,52.54661815,2,0.0,16 to 20
1,1100101.0,7,17,3,3,2,6,0,0,1,0,0,0,0,0,13.35089384,52.5094566,1,0.0,16 to 20
2,2500832.0,7,18,3,3,0,1,0,0,1,0,1,0,0,0,13.47084241,52.50677,2,0.0,16 to 20
7,7601339.0,7,10,1,3,1,5,0,1,1,0,0,0,0,0,13.34591224,52.41410204,2,0.5,08 to 12
3,3601450.0,7,15,2,3,5,2,0,1,1,0,0,0,0,0,13.4574456,52.52896633,2,0.5,12 to 16
8,8100208.0,7,16,5,3,2,6,0,0,1,0,0,0,0,1,13.43965669,52.473831,1,0.0,16 to 20
7,7200412.0,7,16,3,3,5,2,0,0,1,0,0,0,0,0,13.36301169,52.47605872,1,0.0,16 to 20
9,9200613.0,7,22,4,3,0,1,2,1,0,0,0,0,0,0,13.51759309,52.45441299,1,1.0,20 to 24
5,5300840.0,7,18,4,3,2,6,0,0,1,0,0,0,0,1,13.24596761,52.53770822,1,0.0,16 to 20
8,8200726.0,7,8,1,3,5,3,0,1,1,0,0,0,0,0,13.43317757,52.44490249,2,0.5,08 to 12
7,7300619.0,7,16,3,3,5,2,0,1,1,0,0,0,0,0,13.34883122,52.45916276,2,0.5,16 to 20
3,3200204.0,7,12,3,2,7,7,0,0,0,0,1,0,0,0,13.408221,52.60376977,1,0.0,12 to 16
6,6300629.0,7,17,1,3,6,4,0,0,1,1,0,0,0,0,13.3058082,52.44815874,2,0.0,16 to 20
1,1400938.0,7,16,3,3,2,6,0,0,1,0,0,0,1,0,13.33930903,52.54359422,2,0.0,16 to 20
10,10400939.0,7,10,2,3,0,3,0,0,0,0,0,0,1,0,13.61231702,52.5114161,1,0.0,08 to 12
9,9200717.0,7,15,1,3,3,1,0,0,1,0,1,0,0,0,13.55956627,52.43533941,2,0.0,12 to 16
11,11100309.0,7,13,5,3,2,6,0,0,1,0,0,0,0,1,13.50584953,52.56363494,1,0.0,12 to 16
10,10100311.0,7,16,3,3,0,2,0,1,0,0,0,0,1,0,13.52187586,52.535721530000004,2,0.5,16 to 20
5,5300737.0,7,16,4,3,5,2,0,0,1,0,1,0,0,0,13.24594575,52.53840827,2,0.0,16 to 20
10,10400835.0,7,14,4,3,5,3,0,0,1,0,1,0,0,1,13.58930878,52.51657775,2,0.0,12 to 16
1,1100103.0,7,16,3,3,5,3,0,1,1,0,0,0,0,0,13.35285138,52.50398096,2,0.5,16 to 20
1,1100309.0,7,18,4,3,5,2,0,1,1,0,0,0,0,0,13.40310154,52.52746309,2,0.5,16 to 20
12,12200309.0,7,16,4,3,5,2,0,1,1,0,0,0,0,1,13.33155769,52.56209809,2,0.5,16 to 20
11,11400930.0,7,14,3,3,0,3,0,0,0,0,1,0,1,0,13.50958781,52.50694859,2,0.0,12 to 16
3,3300412.0,7,10,3,3,5,3,0,1,1,0,0,0,0,0,13.47711235,52.62080699,2,0.5,08 to 12
7,7601546.0,7,14,1,3,1,1,0,0,1,0,1,0,0,0,13.39365267,52.38990184,2,0.0,12 to 16
4,4500939.0,7,14,3,3,0,3,0,0,1,0,1,0,0,0,13.30625525,52.48822075,2,0.0,12 to 16
6,6100210.0,7,9,2,3,2,6,0,0,1,0,0,0,0,0,13.3471825,52.45966977,1,0.0,08 to 12
10,10100311.0,7,13,1,3,3,6,0,0,1,0,0,0,0,0,13.52303883,52.5359247,1,0.0,12 to 16
9,9200510.0,7,5,5,3,5,3,0,1,1,0,0,0,0,0,13.50737492,52.47488718,2,0.5,04 to 08
11,11501341.0,7,14,3,3,5,3,0,1,1,0,0,0,0,0,13.50560761,52.48434615,2,0.5,12 to 16
2,2100101.0,7,15,4,3,2,7,0,0,1,0,1,0,0,0,13.38627744,52.50131134,2,0.0,12 to 16
12,12400619.0,7,12,4,3,5,3,0,0,1,0,0,0,0,1,13.239619,52.60534525,1,0.0,12 to 16
9,9200819.0,7,14,3,3,2,6,0,0,1,0,0,0,0,0,13.562508,52.44566219,1,0.0,12 to 16
10,10100205.0,7,6,3,3,5,2,0,1,1,0,0,0,0,0,13.54527176,52.55359579,2,0.5,04 to 08
5,5200420.0,7,13,1,3,1,1,0,0,1,0,0,0,0,0,13.1569987,52.53922743,1,0.0,12 to 16
7,7501031.0,7,15,2,3,0,3,0,0,1,0,0,0,1,0,13.39510795,52.44737221,2,0.0,12 to 16
7,7400823.0,7,13,3,2,5,3,0,0,1,0,0,0,0,0,13.3706228,52.46887636,1,0.0,12 to 16
10,10300731.0,7,17,2,3,5,3,0,1,1,0,0,0,0,0,13.55379761,52.52027011,2,0.5,16 to 20
10,10100209.0,7,13,1,3,2,6,0,1,0,0,0,0,0,0,13.57269654,52.54992549,1,1.0,12 to 16
12,12100205.0,7,9,3,3,3,6,0,1,1,0,0,0,0,0,13.34725347,52.57128695,2,0.5,08 to 12
8,8200831.0,7,11,1,3,1,5,0,0,0,0,1,0,1,0,13.40201354,52.41467824,2,0.0,08 to 12
4,4400725.0,7,13,3,2,5,3,0,1,1,0,0,0,0,0,13.28088722,52.49875073,2,0.5,12 to 16
7,7601339.0,7,8,2,3,6,7,0,0,0,1,0,0,1,0,13.34785145,52.41480492,2,0.0,08 to 12
4,4200207.0,7,14,1,2,1,5,0,1,1,0,0,0,0,0,13.26678424,52.49447536,2,0.5,12 to 16
10,10100311.0,7,9,5,2,6,4,0,0,1,1,0,0,0,0,13.52445713,52.53630122,2,0.0,08 to 12
6,6100208.0,7,13,3,3,8,1,0,1,0,0,0,0,0,0,13.32644109,52.45793955,1,1.0,12 to 16
5,5100316.0,7,13,4,3,2,6,0,0,1,0,0,0,0,0,13.20607035,52.53946503,1,0.0,12 to 16
4,4100101.0,7,5,4,3,5,7,0,0,1,0,1,0,0,0,13.29266419,52.54820891,2,0.0,04 to 08
4,4501040.0,7,12,3,3,2,6,0,0,1,0,0,0,0,0,13.30738333,52.50437716,1,0.0,12 to 16
11,11300722.0,7,19,3,3,1,7,1,1,1,0,0,0,0,0,13.48358098,52.51751532,2,0.5,16 to 20
8,8100209.0,7,17,1,2,5,3,0,1,1,0,0,0,0,0,13.4426958,52.46503393,2,0.5,16 to 20
11,11100204.0,7,15,2,3,2,2,0,0,1,0,0,0,1,0,13.52239991,52.56083266,2,0.0,12 to 16
8,8100105.0,7,17,5,3,1,5,0,1,1,0,0,0,0,1,13.43155884,52.46708962,2,0.5,16 to 20
2,2200210.0,7,8,3,3,1,5,0,1,1,0,0,0,0,0,13.40341446,52.49467424,2,0.5,08 to 12
9,9200716.0,7,20,4,3,0,5,0,1,1,0,0,0,0,0,13.55055192,52.43591936,2,0.5,20 to 24
2,2400520.0,7,18,4,3,0,1,0,1,0,0,0,0,0,1,13.42789328,52.52306231,1,1.0,16 to 20
6,6400838.0,7,17,1,2,3,6,0,0,1,0,1,0,0,0,13.22995642,52.43152404,2,0.0,16 to 20
2,2100101.0,7,8,4,3,0,6,0,1,1,0,0,0,0,0,13.38827032,52.50217424,2,0.5,08 to 12
11,11300617.0,7,20,5,3,4,6,1,1,0,0,0,0,0,0,13.46112445,52.52974071,1,1.0,20 to 24
6,6100205.0,7,9,4,3,0,4,0,0,0,1,0,0,1,0,13.34443766,52.44836562,2,0.0,08 to 12
9,9401431.0,7,16,3,3,5,2,0,1,1,0,0,0,0,0,13.58832346,52.44107803,2,0.5,16 to 20
1,1300732.0,7,8,3,3,6,4,0,0,1,1,0,0,0,0,13.38664604,52.55920748,2,0.0,08 to 12
2,2100106.0,7,17,3,3,2,6,0,0,1,0,0,0,0,0,13.41574833,52.49866895,1,0.0,16 to 20
6,6400737.0,7,11,7,3,5,7,0,0,1,0,1,0,0,0,13.19339169,52.43382452,2,0.0,08 to 12
11,11200513.0,7,14,2,3,5,3,0,0,1,0,0,0,0,0,13.49370252,52.54108428,1,0.0,12 to 16
9,9401431.0,7,16,5,3,0,2,0,0,1,0,1,0,0,1,13.58549522,52.44458574,2,0.0,16 to 20
3,3601141.0,7,8,3,3,0,2,0,1,0,0,0,0,1,0,13.40845546,52.55255929,2,0.5,08 to 12
2,2100106.0,7,20,4,3,5,2,0,1,0,0,0,0,1,1,13.41726735,52.49884159,2,0.5,20 to 24
7,7200412.0,7,17,4,3,2,7,0,1,1,0,0,0,0,1,13.36342331,52.47724419,2,0.5,16 to 20
8,8100415.0,7,11,7,3,6,7,0,1,0,1,0,0,0,0,13.43547951,52.4807396,2,0.5,08 to 12
1,1300732.0,7,8,3,3,5,2,0,1,0,0,1,0,0,0,13.38743261,52.5601421,2,0.5,08 to 12
12,12200412.0,7,12,3,3,5,2,0,1,0,0,0,0,1,0,13.30028358,52.56998212,2,0.5,12 to 16
1,1300836.0,7,16,7,3,1,7,0,0,1,1,0,0,0,0,13.37700214,52.5387274,2,0.0,16 to 20
1,1100104.0,7,7,3,3,0,3,0,1,1,0,0,0,0,0,13.36943026,52.50228922,2,0.5,04 to 08
10,10400940.0,7,6,2,3,5,3,0,1,0,0,0,0,1,0,13.59736158,52.50209402,2,0.5,04 to 08
11,11501238.0,7,14,7,3,2,6,0,0,1,0,0,0,0,0,13.48562127,52.49670405,1,0.0,12 to 16
5,5100104.0,7,12,5,2,5,3,0,0,1,0,0,0,0,1,13.20744599,52.55574314,1,0.0,12 to 16
4,4200206.0,7,15,3,2,6,2,0,0,1,1,0,0,0,0,13.22839959,52.50681437,2,0.0,12 to 16
1,1401045.0,7,19,7,3,5,3,0,1,1,0,0,0,0,0,13.377434300000001,52.5537217,2,0.5,16 to 20
2,2200209.0,7,7,3,3,5,2,0,1,1,0,0,0,0,0,13.38223536,52.48988942,2,0.5,04 to 08
11,11501339.0,7,17,2,3,5,2,0,1,1,0,0,0,0,0,13.52780924,52.49039822,2,0.5,16 to 20
11,11300722.0,7,18,7,3,5,3,0,1,1,0,0,0,0,0,13.48589214,52.52078385,2,0.5,16 to 20
5,5100317.0,7,14,5,3,5,3,0,0,1,0,0,0,0,1,13.21297518,52.5303091,1,0.0,12 to 16
12,12500930.0,7,4,3,3,0,2,1,1,1,0,0,0,0,0,13.33452278,52.58749663,2,0.5,04 to 08
6,6300528.0,7,17,4,3,5,3,0,1,1,0,0,0,0,0,13.25172763,52.42382907,2,0.5,16 to 20
2,2200212.0,7,15,4,3,2,6,0,0,1,0,0,0,1,1,13.41920367,52.48747556,2,0.0,12 to 16
10,10100209.0,7,7,3,3,5,3,0,1,1,0,0,0,0,0,13.57356102,52.55237481,2,0.5,04 to 08
4,4501045.0,7,9,3,3,5,2,0,1,1,0,0,0,0,0,13.32724659,52.49470499,2,0.5,08 to 12
1,1100311.0,7,17,7,3,5,2,0,1,1,0,0,0,0,0,13.4217138,52.51424196,2,0.5,16 to 20
5,5100313.0,7,23,3,3,1,7,2,0,1,0,0,0,0,1,13.22394232,52.55962009,1,0.0,20 to 24
11,11200513.0,7,8,2,3,0,3,0,1,1,0,0,0,0,0,13.49482565,52.54543634,2,0.5,08 to 12
5,5100209.0,7,18,7,3,5,3,0,1,1,0,0,0,0,0,13.17941583,52.55295988,2,0.5,16 to 20
3,3300516.0,7,10,5,3,5,2,0,0,1,0,1,0,0,0,13.44448933,52.5652126,2,0.0,08 to 12
8,8200622.0,7,22,3,3,2,6,2,0,1,0,0,0,0,1,13.44759433,52.46389323,1,0.0,20 to 24
3,3500932.0,7,14,4,3,5,2,0,1,1,0,0,0,0,0,13.45707054,52.56093443,2,0.5,12 to 16
5,5100316.0,7,10,4,3,0,6,0,0,1,0,0,0,0,1,13.20745395,52.5387937,1,0.0,08 to 12
12,12500930.0,7,22,3,3,0,2,2,0,1,1,0,0,0,1,13.32372402,52.58751035,2,0.0,20 to 24
1,1400938.0,7,11,4,3,5,2,0,1,0,0,0,0,1,0,13.34684876,52.55329426,2,0.5,08 to 12
3,3601450.0,7,13,4,3,0,1,0,1,0,0,0,0,0,1,13.46094832,52.52970026,1,1.0,12 to 16
4,4400833.0,7,21,3,3,0,7,2,0,0,0,1,0,0,1,13.30798058,52.47111279,1,0.0,20 to 24
8,8100520.0,7,7,3,3,2,6,0,0,1,0,0,0,0,0,13.46480126,52.47043381,1,0.0,04 to 08
4,4501149.0,7,16,7,3,5,2,0,1,1,0,0,0,0,0,13.32302784,52.49046226,2,0.5,16 to 20
11,11200411.0,7,20,3,2,0,1,0,0,0,0,1,0,0,0,13.50877562,52.54997302,1,0.0,20 to 24
8,8401241.0,7,7,2,3,1,5,0,1,1,0,0,0,0,0,13.48834161,52.43580423,2,0.5,04 to 08
11,11501341.0,7,16,7,3,5,2,0,1,1,0,0,0,0,0,13.5247865,52.47885664,2,0.5,16 to 20
2,2100102.0,7,8,5,3,5,2,0,1,1,0,0,0,0,1,13.39821753,52.50700182,2,0.5,08 to 12
10,10100102.0,7,11,4,2,5,2,0,0,1,0,0,0,0,0,13.56562807,52.57043671,1,0.0,08 to 12
8,8100206.0,7,18,3,3,0,4,0,1,0,1,0,0,0,0,13.42436092,52.4860976,2,0.5,16 to 20
5,5300841.0,7,17,3,3,5,2,0,1,1,0,0,0,0,0,13.26666553,52.53679024,2,0.5,16 to 20
11,11300620.0,7,18,3,2,5,3,0,1,1,0,0,0,0,0,13.47949661,52.52686565,2,0.5,16 to 20
2,2300419.0,7,20,7,3,0,5,0,1,1,0,0,0,0,0,13.44922683,52.49703605,2,0.5,20 to 24
1,1100102.0,7,14,2,3,5,7,0,0,1,0,1,0,0,0,13.35971773,52.50879504,2,0.0,12 to 16
2,2200211.0,7,16,5,3,0,1,0,1,0,0,0,0,0,1,13.39690752,52.48837188,1,1.0,16 to 20
11,11401137.0,7,18,3,2,6,4,0,0,1,1,0,0,0,0,13.51957107,52.49476263,2,0.0,16 to 20
4,4300623.0,7,22,3,3,6,7,2,1,0,1,0,0,0,0,13.31403669,52.50720267,2,0.5,20 to 24
1,1100310.0,7,16,7,3,6,4,0,0,0,1,0,0,1,0,13.41185191,52.52820972,2,0.0,16 to 20
9,9100101.0,7,14,2,3,5,2,0,1,1,0,0,0,0,0,13.45470346,52.49419303,2,0.5,12 to 16
