bez,lor_ab_2021,umonat,ustunde,uwochentag,ukategorie,uart,utyp1,ulichtverh,istrad,istpkw,istfuss,istkrad,istgkfz,istsonstige,ustrzustand,xgcswgs84,ygcswgs84,all_acc,perc_bike_acc,rushhours
6,6200312.0,2,13,4,3,5,7,0,1,1,0,0,0,0,1,13.33821165,52.43841793,2,0.5,12 to 16
10,10400837.0,2,13,7,3,5,3,0,0,1,0,0,0,0,0,13.58388679,52.48357785,1,0.0,12 to 16
11,11300722.0,2,18,7,3,5,2,2,1,1,0,0,0,0,0,13.48457563,52.51364487,2,0.5,16 to 20
9,9200613.0,2,6,2,3,2,7,2,0,1,0,0,0,0,1,13.51767747,52.45439611,1,0.0,04 to 08
4,4501041.0,2,19,2,3,2,6,2,0,1,0,0,0,0,0,13.32151714,52.50184143,1,0.0,16 to 20
8,8200832.0,2,14,5,3,5,2,0,0,1,0,0,0,1,1,13.42754028,52.42075235,2,0.0,12 to 16
7,7601544.0,2,22,5,3,5,3,2,0,1,0,0,0,0,1,13.40966316,52.38739322,1,0.0,20 to 24
7,7300618.0,2,21,5,3,5,3,2,1,1,0,0,0,0,1,13.33617596,52.4674232,2,0.5,20 to 24
4,4400834.0,2,18,4,3,5,2,2,1,1,0,0,0,0,1,13.31037473,52.47901751,2,0.5,16 to 20
1,1100310.0,2,17,3,3,5,2,0,1,1,0,0,0,0,0,13.41533022,52.52064936,2,0.5,16 to 20
6,6200314.0,2,19,5,2,6,4,2,0,0,1,0,0,1,1,13.3397812,52.43285844,2,0.0,16 to 20
1,1100312.0,2,6,3,3,5,3,1,1,1,0,0,0,0,1,13.41354397,52.50843062,2,0.5,04 to 08
6,6300528.0,2,19,5,3,2,6,2,0,1,0,0,0,0,1,13.26128105,52.42561874,1,0.0,16 to 20
12,12500930.0,2,19,4,3,5,2,2,0,1,0,0,0,0,1,13.3398998,52.58804025,1,0.0,16 to 20
1,1100101.0,2,11,3,3,0,6,0,0,1,0,1,0,0,1,13.33983764,52.5053768,2,0.0,08 to 12
9,9200614.0,2,19,5,2,6,4,2,0,1,1,0,0,0,1,13.53953897,52.45081783,2,0.0,16 to 20
7,7400823.0,2,19,3,3,5,3,2,1,1,0,0,0,0,0,13.3719323,52.46968117,2,0.5,16 to 20
3,3400620.0,2,11,7,3,1,5,0,0,1,0,0,0,0,0,13.39141596,52.57149671,1,0.0,08 to 12
6,6400844.0,2,9,2,3,5,2,0,1,1,0,0,0,0,1,13.27043468,52.45090533,2,0.5,08 to 12
4,4501044.0,2,15,2,3,5,3,0,0,1,0,0,0,0,0,13.32031545,52.49805865,1,0.0,12 to 16
2,2100106.0,2,11,5,3,2,6,0,0,1,0,0,0,0,0,13.40334556,52.498447,1,0.0,08 to 12
3,3400721.0,2,18,5,3,2,6,1,0,1,0,0,0,0,1,13.39443603,52.56509862,1,0.0,16 to 20
7,7501029.0,2,16,4,3,2,6,0,0,1,0,0,0,0,1,13.37999917,52.44403022,1,0.0,16 to 20
10,10200418.0,2,16,3,3,0,3,0,0,1,0,0,0,1,0,13.58641651,52.5394017,2,0.0,16 to 20
5,5200420.0,2,18,5,3,0,3,2,0,1,0,1,0,0,1,13.17901605,52.53176724,2,0.0,16 to 20
11,11300723.0,2,14,3,2,5,3,0,1,1,0,0,0,0,0,13.48612801,52.52077164,2,0.5,12 to 16
10,10100209.0,2,17,6,2,6,4,2,0,1,1,0,0,0,0,13.57280697,52.55023823,2,0.0,16 to 20
7,7501029.0,2,19,2,3,2,2,2,0,1,0,0,0,0,1,13.37138132,52.43660865,1,0.0,16 to 20
4,4501153.0,2,8,6,2,2,6,0,0,1,0,0,0,0,1,13.32937142,52.48142875,1,0.0,08 to 12
7,7100102.0,2,21,2,3,2,6,2,0,1,0,0,0,0,1,13.34623372,52.50019684,1,0.0,20 to 24
9,9200819.0,2,15,1,3,5,2,0,1,1,0,0,0,0,1,13.56962674,52.4418746,2,0.5,12 to 16
10,10200418.0,2,7,5,3,6,4,0,0,1,1,0,0,0,0,13.59136791,52.5439805,2,0.0,04 to 08
3,3300516.0,2,13,4,3,0,1,0,1,0,0,0,0,0,1,13.43998189,52.56746936,1,1.0,12 to 16
8,8200622.0,2,18,5,3,2,6,2,0,1,0,0,0,0,1,13.43499993,52.46132236,1,0.0,16 to 20
3,3400725.0,2,15,4,3,1,5,0,1,0,0,0,0,1,1,13.40737177,52.58180505,2,0.5,12 to 16
4,4501042.0,2,17,1,3,5,2,2,0,1,0,0,0,0,1,13.33134202,52.50379112,1,0.0,16 to 20
1,1100309.0,2,14,3,3,2,7,0,1,1,0,0,0,0,1,13.40054212,52.52959463,2,0.5,12 to 16
2,2200213.0,2,16,5,3,6,4,1,0,1,1,0,0,0,0,13.42380656,52.49041317,2,0.0,16 to 20
2,2200210.0,2,11,3,3,5,2,0,0,1,0,0,0,0,0,13.40021039,52.49017543,1,0.0,08 to 12
12,12400722.0,2,13,6,3,5,3,0,0,1,0,0,0,0,0,13.29128572,52.6257296,1,0.0,12 to 16
3,3601141.0,2,14,2,3,0,6,0,1,1,0,0,0,0,0,13.41224215,52.55068609,2,0.5,12 to 16
7,7400823.0,2,22,4,3,6,2,2,0,1,1,0,0,0,1,13.37739733,52.46487385,2,0.0,20 to 24
3,3601449.0,2,8,4,3,5,2,0,0,1,0,0,0,0,1,13.44951459,52.53722008,1,0.0,08 to 12
8,,2,16,5,3,5,3,1,1,1,0,0,0,0,0,13.4495686,52.41767062,2,0.5,16 to 20
11,11200410.0,2,14,4,3,5,2,0,1,1,0,0,0,0,1,13.50397829,52.55276105,2,0.5,12 to 16
10,10100311.0,2,22,6,1,6,4,2,0,0,1,0,0,1,1,13.53602799,52.52580357,2,0.0,20 to 24
6,6100210.0,2,16,5,3,5,3,0,0,1,0,1,0,0,1,13.34257867,52.46304634,2,0.0,16 to 20
1,1300733.0,2,11,4,3,5,3,0,1,0,0,0,0,0,1,13.38760522,52.55000251,1,1.0,08 to 12
4,4300623.0,2,9,5,3,3,6,0,1,0,0,0,0,0,0,13.30632959,52.51001285,1,1.0,08 to 12
8,8200726.0,2,7,4,3,6,4,0,0,1,1,0,0,0,1,13.44097726,52.44751145,2,0.0,04 to 08
4,4400728.0,2,14,6,3,2,6,0,0,1,0,0,0,0,1,13.27195399,52.47976111,1,0.0,12 to 16
9,9501939.0,2,9,1,2,6,4,0,0,1,1,0,0,0,1,13.57230703,52.4511674,2,0.0,08 to 12
5,5100209.0,2,12,3,3,2,6,0,0,1,0,0,0,0,0,13.18439613,52.54582384,1,0.0,12 to 16
12,12500930.0,2,11,2,3,2,6,0,0,1,0,0,0,1,0,13.33023384,52.58743172,2,0.0,08 to 12
5,5100206.0,2,9,6,3,5,5,0,0,1,0,1,0,0,1,13.15793475,52.5614581,2,0.0,08 to 12
9,9100306.0,2,22,1,3,2,6,2,0,1,0,0,0,0,0,13.47897305,52.44304231,1,0.0,20 to 24
1,1100310.0,2,16,7,3,5,3,1,1,1,0,0,0,0,0,13.41178596,52.528146,2,0.5,16 to 20
10,10100102.0,2,19,4,3,5,2,2,0,1,0,0,0,0,1,13.56563535,52.57043429,1,0.0,16 to 20
1,1100102.0,2,7,4,3,8,1,0,0,1,0,0,0,0,1,13.3501865,52.5137027,1,0.0,04 to 08
1,1100205.0,2,15,5,3,5,3,0,1,1,0,0,0,0,0,13.37931727,52.5070347,2,0.5,12 to 16
2,2100103.0,2,8,4,3,2,2,0,0,1,0,1,0,0,1,13.40175855,52.50612636,2,0.0,08 to 12
2,2200210.0,2,23,6,3,6,4,2,0,1,1,0,0,0,1,13.40667002,52.49467668,2,0.0,20 to 24
1,1200628.0,2,15,7,3,1,5,0,1,1,0,0,0,0,0,13.37205149,52.52728095,2,0.5,12 to 16
4,4300619.0,2,21,2,3,5,3,2,0,1,0,0,0,0,1,13.31515277,52.51467841,1,0.0,20 to 24
9,9200819.0,2,15,7,3,2,6,0,0,1,0,0,0,0,0,13.56390862,52.43806269,1,0.0,12 to 16
11,11300721.0,2,16,2,3,0,2,0,0,1,0,0,0,1,0,13.49975998,52.53412721,2,0.0,16 to 20
4,4100101.0,2,13,5,2,2,7,0,0,1,0,0,0,0,1,13.30566802,52.54793695,1,0.0,12 to 16
1,1100309.0,2,19,7,3,0,5,2,1,1,0,0,0,0,1,13.40240684,52.52833963,2,0.5,16 to 20
2,2200212.0,2,9,3,3,5,3,0,1,1,0,0,0,0,1,13.41360456,52.48840101,2,0.5,08 to 12
2,2500830.0,2,20,7,3,1,5,2,1,1,0,0,0,0,0,13.45852812,52.51350408,2,0.5,20 to 24
12,12200308.0,2,5,2,3,2,6,2,0,1,0,0,0,0,0,13.31542146,52.5765272,1,0.0,04 to 08
9,9200511.0,2,16,5,3,0,5,0,1,1,0,0,0,0,0,13.520393,52.46099905,2,0.5,16 to 20
11,11400930.0,2,15,5,3,6,6,0,1,0,1,0,0,0,0,13.51100306,52.50408044,2,0.5,12 to 16
5,5100316.0,2,14,5,3,5,2,0,0,1,0,0,0,0,0,13.20417515,52.54051952,1,0.0,12 to 16
1,1100102.0,2,18,4,3,5,3,2,0,1,0,1,0,0,1,13.35065297,52.51515771,2,0.0,16 to 20
9,9200819.0,2,7,3,3,2,6,0,0,1,0,0,0,0,1,13.5677537,52.44064886,1,0.0,04 to 08
12,12400721.0,2,12,5,3,5,3,0,1,1,0,0,0,0,0,13.28933432,52.63629489,2,0.5,12 to 16
1,3601140.0,2,11,3,2,6,6,0,1,0,1,0,0,0,0,13.39860254,52.55462933,2,0.5,08 to 12
4,4501045.0,2,3,7,3,9,1,2,0,1,0,0,0,0,0,13.33107149,52.49514873,1,0.0,00 to 04
4,4501043.0,2,9,2,2,6,4,0,0,1,1,0,0,0,0,13.31103186,52.4957468,2,0.0,08 to 12
9,9401534.0,2,18,7,3,2,7,2,1,1,0,0,0,0,0,13.57473063,52.44598563,2,0.5,16 to 20
6,6400838.0,2,15,2,3,5,3,0,0,1,0,1,0,0,0,13.23384913,52.43863034,2,0.0,12 to 16
6,6200317.0,2,8,5,3,5,2,0,1,1,0,0,0,0,0,13.3572529,52.42297658,2,0.5,08 to 12
1,2400521.0,2,14,4,3,1,5,0,1,0,0,0,0,1,1,13.42733259,52.51962298,2,0.5,12 to 16
2,2400521.0,2,12,5,3,5,2,0,1,1,0,0,0,0,0,13.44061195,52.51702494,2,0.5,12 to 16
12,12200414.0,2,15,4,3,2,6,1,0,1,0,0,0,0,1,13.24971064,52.55345432,1,0.0,12 to 16
2,2500834.0,2,9,5,3,5,2,0,1,0,0,0,1,0,0,13.45877116,52.50644052,2,0.5,08 to 12
1,1100415.0,2,18,4,3,5,2,2,1,1,0,0,0,0,1,13.39904404,52.53264572,2,0.5,16 to 20
4,4300622.0,2,17,3,3,2,6,0,0,1,0,0,0,0,0,13.32253725,52.5117997,1,0.0,16 to 20
1,1400940.0,2,9,5,2,5,3,0,1,1,0,0,0,0,0,13.35698475,52.55996176,2,0.5,08 to 12
4,4501041.0,2,17,3,3,5,2,2,0,0,0,0,1,1,1,13.32166963,52.50186486,2,0.0,16 to 20
4,4501148.0,2,23,6,3,5,2,2,0,1,0,0,0,0,0,13.31292675,52.48033431,1,0.0,20 to 24
1,1100313.0,2,20,2,3,1,5,2,1,1,0,0,0,0,1,13.42295946,52.50928848,2,0.5,20 to 24
4,4500938.0,2,16,7,3,5,3,0,0,1,0,1,0,0,0,13.29964103,52.49469322,2,0.0,16 to 20
3,3300516.0,2,2,1,3,1,1,2,0,1,0,0,0,0,0,13.43340214,52.5583189,1,0.0,00 to 04
4,4300624.0,2,7,5,3,6,4,0,1,0,1,0,0,0,0,13.31772034,52.50732867,2,0.5,04 to 08
1,1100308.0,2,22,4,3,5,2,2,0,1,0,1,0,0,1,13.38682794,52.52712301,2,0.0,20 to 24
10,10300731.0,2,9,5,3,5,3,0,0,1,0,0,0,0,0,13.55794796,52.52964728,1,0.0,08 to 12
1,1401048.0,2,14,4,2,5,2,0,1,0,0,0,0,1,0,13.35637022,52.55248615,2,0.5,12 to 16
1,1300732.0,2,23,6,2,6,4,2,0,1,1,0,0,0,0,13.38593166,52.55832767,2,0.0,20 to 24
3,3500933.0,2,15,1,3,1,5,0,0,1,0,0,0,0,1,13.45190284,52.55208511,1,0.0,12 to 16
10,10400938.0,2,13,3,3,5,3,0,0,1,0,0,0,0,1,13.61172178,52.51417374,1,0.0,12 to 16
3,3400619.0,2,8,5,3,5,3,0,1,1,0,0,0,0,0,13.36573175,52.58418034,2,0.5,08 to 12
5,5100317.0,2,14,2,3,2,6,0,0,1,0,0,0,0,0,13.23157206,52.52773192,1,0.0,12 to 16
9,9100203.0,2,7,6,3,0,7,0,1,1,0,1,1,0,1,13.47885706,52.47764964,4,0.25,04 to 08
9,9100304.0,2,14,2,3,6,7,0,1,0,1,0,0,0,0,13.48779914,52.46617759,2,0.5,12 to 16
1,1100205.0,2,20,1,3,1,5,2,0,1,0,0,0,0,1,13.38199347,52.50719899,1,0.0,20 to 24
2,2400521.0,2,16,3,2,6,4,0,0,1,1,0,0,0,0,13.42936587,52.52111132,2,0.0,16 to 20
6,6300527.0,2,8,5,3,5,2,0,1,1,0,0,0,0,0,13.27727813,52.43390398,2,0.5,08 to 12
3,3400725.0,2,12,3,3,5,3,0,1,1,0,0,0,0,1,13.41439377,52.58310773,2,0.5,12 to 16
2,2200212.0,2,15,6,3,2,6,0,0,1,0,0,0,0,0,13.41650872,52.48781767,1,0.0,12 to 16
8,8100415.0,2,18,2,3,5,3,2,0,1,0,0,0,0,1,13.44754394,52.47608232,1,0.0,16 to 20
1,1100313.0,2,14,5,3,0,2,0,1,1,0,0,0,0,1,13.42208871,52.5051104,2,0.5,12 to 16
5,5100317.0,2,11,4,2,8,1,0,0,0,0,1,0,0,1,13.2064969,52.53481612,1,0.0,08 to 12
12,12100204.0,2,7,5,3,1,1,0,0,1,0,0,0,1,0,13.35206065,52.56606279,2,0.0,04 to 08
4,4501043.0,2,5,4,3,5,3,2,1,1,0,0,0,0,0,13.31511478,52.49089147,2,0.5,04 to 08
3,3500934.0,2,21,6,3,0,3,2,0,1,0,1,0,0,1,13.44476466,52.55332007,2,0.0,20 to 24
6,6200421.0,2,9,1,3,2,6,0,0,1,0,0,0,0,1,13.3171906,52.43077726,1,0.0,08 to 12
2,2500833.0,2,11,3,3,6,2,0,0,0,1,0,0,1,1,13.45995499,52.50892334,2,0.0,08 to 12
9,9200819.0,2,15,7,3,2,7,0,1,1,0,0,0,0,0,13.56928878,52.44304067,2,0.5,12 to 16
6,6300526.0,2,9,2,3,5,3,0,1,1,0,0,0,0,0,13.25760276,52.43123239,2,0.5,08 to 12
1,1100310.0,2,7,6,3,1,7,0,1,1,0,0,0,0,1,13.40684485,52.51825965,2,0.5,04 to 08
1,1100206.0,2,13,7,3,5,3,0,0,1,0,0,0,1,0,13.38633783,52.51280421,2,0.0,12 to 16
12,12601235.0,2,19,4,2,6,2,2,0,1,1,0,0,0,1,13.36050484,52.59699879,2,0.0,16 to 20
12,12500824.0,2,21,4,2,6,4,2,1,0,1,0,0,0,1,13.30097794,52.60239811,2,0.5,20 to 24
11,11200514.0,2,8,4,3,5,2,0,1,1,0,0,0,0,1,13.49964895,52.53673503,2,0.5,08 to 12
11,11100309.0,2,15,5,3,6,7,0,1,0,1,0,0,0,0,13.506649,52.56369199,2,0.5,12 to 16
4,4100101.0,2,13,4,3,2,6,0,0,1,0,0,0,0,1,13.30541653,52.54794367,1,0.0,12 to 16
1,1401048.0,2,20,6,3,5,2,2,0,1,0,0,0,0,0,13.35485505,52.55174306,1,0.0,20 to 24
1,1200519.0,2,18,7,3,0,6,2,1,1,0,0,0,0,1,13.33352741,52.52698074,2,0.5,16 to 20
5,5300736.0,2,8,3,3,2,6,0,0,1,0,0,0,0,1,13.2097278,52.53837496,1,0.0,08 to 12
2,2200208.0,2,19,2,3,2,6,2,0,1,0,0,0,0,0,13.38947861,52.49608525,1,0.0,16 to 20
1,1300834.0,2,14,5,3,3,6,0,0,1,0,0,0,1,1,13.39105363,52.54477365,2,0.0,12 to 16
6,6200314.0,2,12,4,3,5,3,0,0,1,0,0,0,0,0,13.33566946,52.43331682,1,0.0,12 to 16
8,8100419.0,2,18,4,2,6,4,2,0,1,1,0,0,0,0,13.4487425,52.48514149,2,0.0,16 to 20
7,7501029.0,2,18,4,3,1,5,2,1,1,0,0,0,0,0,13.38016276,52.44369539,2,0.5,16 to 20
2,2300316.0,2,20,3,2,5,7,1,0,1,0,1,0,0,0,13.4305859,52.5063441,2,0.0,20 to 24
1,1100206.0,2,16,4,3,5,2,0,1,0,0,0,0,0,0,13.3804021,52.51829301,1,1.0,16 to 20
9,9501941.0,2,7,3,3,4,6,0,1,0,0,0,0,0,0,13.59335848,52.45135357,1,1.0,04 to 08
4,4300416.0,2,9,6,3,5,3,0,1,1,0,0,0,0,0,13.30130067,52.50796131,2,0.5,08 to 12
8,8401242.0,2,0,2,3,1,5,2,0,1,0,0,0,1,0,13.48757452,52.41315367,2,0.0,00 to 04
6,6400735.0,2,13,7,3,5,3,0,1,1,0,0,0,0,0,13.15055898,52.41842298,2,0.5,12 to 16
4,4500937.0,2,14,2,3,5,2,0,0,1,0,0,0,1,0,13.28768781,52.49607645,2,0.0,12 to 16
1,1100309.0,2,0,4,3,5,2,2,1,0,0,0,0,1,1,13.40365659,52.52604271,2,0.5,00 to 04
11,11200411.0,2,16,4,3,6,4,0,0,1,1,0,0,0,0,13.49952693,52.54524251,2,0.0,16 to 20
7,7100205.0,2,22,4,3,5,3,2,0,1,0,0,0,1,1,13.36634817,52.49526713,2,0.0,20 to 24
1,1401046.0,2,11,7,3,5,2,0,1,1,0,0,0,0,0,13.35411637,52.54161587,2,0.5,08 to 12
8,8200832.0,2,10,2,3,5,3,0,0,1,0,0,0,0,1,13.43692866,52.42337517,1,0.0,08 to 12
3,3400724.0,2,15,2,3,5,2,0,1,1,0,0,0,0,0,13.42882495,52.57898206,2,0.5,12 to 16
1,1300835.0,2,11,5,3,0,1,0,0,0,0,1,0,0,0,13.39335435,52.53737607,1,0.0,08 to 12
7,7400826.0,2,16,4,3,2,6,0,0,1,0,0,0,1,0,13.37653887,52.45422979,2,0.0,16 to 20
3,3500934.0,2,17,4,3,6,2,2,0,1,1,0,0,0,1,13.42940222,52.55643715,2,0.0,16 to 20
5,5100104.0,2,16,3,2,2,6,0,0,1,0,1,0,0,0,13.22020275,52.56017826,2,0.0,16 to 20
8,8300935.0,2,14,4,3,5,2,0,0,1,0,0,0,0,0,13.44693655,52.42708062,1,0.0,12 to 16
1,1401048.0,2,15,3,3,5,2,0,1,1,0,0,0,0,1,13.35639303,52.55092891,2,0.5,12 to 16
3,3701555.0,2,20,6,3,6,2,2,0,1,1,0,0,0,0,13.42232681,52.53551452,2,0.0,20 to 24
6,6300632.0,2,19,2,3,6,2,2,0,1,1,0,0,0,1,13.3067966,52.42892783,2,0.0,16 to 20
8,8100206.0,2,18,5,2,6,4,2,0,1,1,0,0,0,1,13.42464998,52.4841662,2,0.0,16 to 20
12,12200411.0,2,18,4,3,5,3,2,0,1,0,0,0,1,1,13.32174163,52.56049311,2,0.0,16 to 20
9,9502043.0,2,11,4,3,5,3,0,1,1,0,0,0,0,0,13.58292915,52.46228197,2,0.5,08 to 12
1,1100206.0,2,8,5,3,5,3,0,1,1,0,0,0,0,0,13.39676596,52.51516753,2,0.5,08 to 12
4,4200311.0,2,13,4,2,1,5,0,0,1,0,0,0,0,0,13.28508898,52.5128636,1,0.0,12 to 16
8,8100314.0,2,9,4,3,0,2,0,1,1,1,0,0,0,0,13.42437717,52.48616533,3,0.3333333333333333,08 to 12
1,1300836.0,2,16,4,3,3,6,0,0,1,0,0,0,0,0,13.3735206,52.53788965,1,0.0,16 to 20
7,7400823.0,2,19,1,3,2,6,2,0,1,0,0,0,0,1,13.371786,52.46998284,1,0.0,16 to 20
4,4300619.0,2,15,3,3,5,3,0,1,1,0,0,0,0,0,13.31409574,52.51812029,2,0.5,12 to 16
5,5100101.0,2,9,4,2,4,6,0,0,1,0,0,0,0,0,13.1541848,52.59576401,1,0.0,08 to 12
3,3500934.0,2,11,3,3,5,3,0,0,1,0,0,0,1,1,13.43722171,52.55270162,2,0.0,08 to 12
12,12500930.0,2,13,6,3,0,1,0,0,0,0,1,0,0,0,13.31654456,52.57895097,1,0.0,12 to 16
5,5200629.0,2,18,2,3,6,2,2,0,1,1,0,0,0,1,13.198173,52.53303875,2,0.0,16 to 20
11,11400929.0,2,13,7,3,5,3,0,0,1,0,0,0,0,0,13.49647582,52.50348874,1,0.0,12 to 16
10,10400836.0,2,21,4,3,6,2,2,0,0,1,0,0,1,1,13.59133611,52.50651331,2,0.0,20 to 24
11,11300721.0,2,9,4,3,6,4,0,0,1,1,0,0,0,1,13.48783851,52.53381487,2,0.0,08 to 12
12,12100102.0,2,9,4,3,5,3,0,0,1,0,0,0,1,0,13.37741308,52.57131093,2,0.0,08 to 12
8,8100208.0,2,14,4,2,6,4,0,0,1,1,0,0,0,1,13.43299419,52.47021761,2,0.0,12 to 16
12,12200310.0,2,19,6,3,9,1,2,0,1,0,0,0,0,0,13.30177544,52.56931039,1,0.0,16 to 20
1,1100310.0,2,19,7,3,2,2,2,0,1,0,0,0,1,1,13.41014311,52.5225817,2,0.0,16 to 20
2,2200209.0,2,9,3,3,1,5,0,1,1,0,0,0,0,1,13.38054953,52.48971098,2,0.5,08 to 12
3,3400828.0,2,7,2,3,2,2,0,0,1,0,0,0,0,0,13.42775671,52.56058743,1,0.0,04 to 08
3,3400725.0,2,7,4,3,1,5,0,1,1,0,0,0,0,1,13.41650961,52.58217679,2,0.5,04 to 08
10,10100210.0,2,17,6,3,6,7,1,0,1,1,0,0,0,1,13.54225442,52.54263044,2,0.0,16 to 20
9,9200715.0,2,10,1,3,5,2,0,0,1,0,0,1,0,1,13.53638623,52.43287431,2,0.0,08 to 12
4,4300517.0,2,12,3,3,5,3,0,1,1,0,0,0,0,1,13.29644352,52.52925245,2,0.5,12 to 16
4,4501153.0,2,11,2,2,6,4,0,1,0,1,0,0,0,0,13.33123286,52.48593065,2,0.5,08 to 12
1,1100310.0,2,9,6,3,5,7,0,1,0,0,0,0,1,0,13.40995734,52.52400567,2,0.5,08 to 12
1,1200519.0,2,23,1,3,2,6,2,0,1,0,0,0,0,1,13.3293846,52.52726363,1,0.0,20 to 24
1,2400623.0,2,18,4,3,6,2,2,0,1,1,0,0,0,1,13.42441808,52.51355649,2,0.0,16 to 20
7,7300516.0,2,7,4,3,1,7,0,0,1,1,0,0,0,1,13.32251866,52.46879741,2,0.0,04 to 08
10,10200629.0,2,8,4,3,5,3,0,1,1,0,0,0,0,0,13.58835925,52.51916694,2,0.5,08 to 12
11,11100309.0,2,11,4,3,5,2,0,1,1,0,0,0,0,1,13.50902091,52.56459844,2,0.5,08 to 12
12,12400616.0,2,16,6,3,0,7,0,0,1,0,0,0,0,0,13.22301101,52.58471286,1,0.0,16 to 20
12,12400720.0,2,16,7,3,3,6,0,1,0,0,0,0,1,0,13.27687893,52.63960356,2,0.5,16 to 20
6,6200312.0,2,6,2,3,0,7,0,0,0,0,1,0,1,1,13.33893582,52.4443884,2,0.0,04 to 08
12,12100102.0,2,18,2,2,6,4,2,0,1,1,0,0,0,0,13.3774523,52.57119541,2,0.0,16 to 20
4,4200310.0,2,14,5,3,2,6,0,0,1,0,0,0,0,1,13.27203825,52.50889388,1,0.0,12 to 16
2,2200208.0,2,8,4,3,5,2,0,1,1,0,0,0,0,1,13.38958422,52.49606741,2,0.5,08 to 12
6,6300527.0,2,18,4,3,6,4,2,0,1,1,0,0,0,1,13.27627344,52.43334783,2,0.0,16 to 20
5,5300736.0,2,5,6,3,5,2,2,0,1,0,0,0,0,1,13.21725745,52.53775778,1,0.0,04 to 08
11,11200513.0,2,7,4,3,0,3,0,0,0,0,0,0,1,0,13.48123388,52.53864267,1,0.0,04 to 08
11,11501340.0,2,20,4,3,5,3,2,1,1,0,0,0,0,0,13.52528013,52.48218769,2,0.5,20 to 24
1,1401046.0,2,18,4,3,6,4,2,0,1,1,0,0,0,1,13.34487243,52.53913703,2,0.0,16 to 20
9,9502043.0,2,5,3,2,5,3,2,1,1,0,0,0,0,1,13.57829392,52.45920499,2,0.5,04 to 08
1,1200522.0,2,20,4,3,5,2,2,1,1,0,0,0,0,0,13.33627352,52.52500692,2,0.5,20 to 24
9,9200819.0,2,18,3,3,4,6,2,1,0,0,0,0,0,0,13.5696558,52.44210516,1,1.0,16 to 20
2,2200210.0,2,10,7,3,5,3,0,1,1,0,0,0,0,0,13.39851215,52.49643154,2,0.5,08 to 12
7,7400825.0,2,9,2,2,0,5,0,0,0,0,0,0,1,0,13.38056763,52.45602918,1,0.0,08 to 12
4,4500937.0,2,15,2,3,5,2,0,1,1,0,0,0,0,0,13.28720999,52.49584116,2,0.5,12 to 16
1,1100312.0,2,8,5,3,5,3,0,1,0,0,0,0,0,0,13.41226051,52.51080922,1,1.0,08 to 12
12,12400618.0,2,19,4,3,5,2,2,0,1,0,0,0,0,0,13.24495896,52.61442841,1,0.0,16 to 20
5,5100314.0,2,15,4,2,5,3,0,1,1,0,0,0,0,1,13.20557446,52.54182324,2,0.5,12 to 16
2,2400623.0,2,16,3,3,2,6,0,0,1,0,1,0,0,0,13.43243917,52.50928751,2,0.0,16 to 20
1,1300733.0,2,19,4,3,5,3,2,1,1,0,0,0,0,0,13.39175434,52.5524942,2,0.5,16 to 20
2,2500830.0,2,12,3,3,0,1,0,0,0,0,1,0,0,1,13.45780398,52.51279582,1,0.0,12 to 16
4,4501043.0,2,17,3,3,5,3,1,1,1,0,0,0,0,0,13.31511477,52.49089149,2,0.5,16 to 20
10,10200423.0,2,5,4,3,5,3,2,1,1,0,0,0,0,0,13.61993336,52.53953577,2,0.5,04 to 08
2,2400624.0,2,1,3,3,0,1,2,0,0,0,0,0,1,1,13.44819722,52.51128626,1,0.0,00 to 04
10,10400835.0,2,22,6,3,5,3,2,0,1,0,0,0,0,0,13.59768989,52.52437324,1,0.0,20 to 24
4,4200308.0,2,21,2,2,6,2,2,0,1,1,0,0,0,1,13.28044534,52.51833525,2,0.0,20 to 24
5,5100104.0,2,12,1,3,6,4,0,0,1,1,0,0,0,1,13.21833487,52.55765068,2,0.0,12 to 16
3,3300411.0,2,7,5,3,5,3,1,1,1,0,0,0,0,1,13.48579169,52.62114713,2,0.5,04 to 08
10,10100315.0,2,13,4,3,6,4,0,0,1,1,0,0,0,1,13.57054704,52.54286472,2,0.0,12 to 16
7,7501133.0,2,18,3,3,2,6,2,0,1,0,0,0,0,1,13.37495838,52.43617977,1,0.0,16 to 20
1,1100103.0,2,15,4,3,1,5,0,1,1,0,0,0,0,1,13.3542066,52.50201733,2,0.5,12 to 16
9,9401534.0,2,15,1,3,6,2,0,0,1,1,0,0,0,1,13.57674001,52.44569908,2,0.0,12 to 16
12,12200515.0,2,14,3,3,6,4,0,0,0,1,0,0,1,0,13.28710002,52.59057469,2,0.0,12 to 16
3,3601346.0,2,20,3,3,0,1,1,1,0,0,0,0,0,1,13.41563864,52.54411805,1,1.0,20 to 24
9,9100304.0,2,10,3,3,5,3,0,1,1,0,0,0,0,0,13.48401637,52.46323955,2,0.5,08 to 12
7,7400721.0,2,11,6,3,1,7,0,0,1,0,0,0,0,0,13.38865552,52.48435913,1,0.0,08 to 12
10,10100316.0,2,14,2,2,5,2,0,1,1,0,0,0,0,0,13.58325523,52.54929873,2,0.5,12 to 16
8,8100102.0,2,23,4,2,6,4,2,1,0,1,0,0,0,1,13.42552978,52.47933634,2,0.5,20 to 24
12,12400619.0,2,16,6,3,2,2,0,0,1,0,1,0,0,0,13.23108721,52.61052379,2,0.0,16 to 20
